,Geo_FIPS,Census Tract #,Median Contract Rent,Median Monthly Housing Costs,Total Renter Housing Units,"less than $20,000","20,000 to 34,999","35,000 To 49,999","50,000 To 74,999","less than 20,000 proportion","20,000 to 34,999 proportion","35,000 To 49,999 proportion","50,000 To 74,999 proportion",STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,Housing Burden Index
777,06037238000,Census Tract 2380,1123.0,1682.0,1008,254,134,157,15,0.251984126984127,0.13293650793650794,0.15575396825396826,0.01488095238095238,06,037,238000,1400000US06037238000,06037238000,2380,CT,1663568,0,"POLYGON ((-118.317724 33.952717, -118.313373 33.952712999999996, -118.309006 33.952709, -118.304653 33.952721, -118.300257 33.952734, -118.300258 33.952138999999995, -118.300262 33.949999, -118.302448 33.949993, -118.30245 33.94866, -118.302452 33.94679, -118.302454 33.945474, -118.304636 33.945468999999996, -118.30518000000001 33.945467, -118.305187 33.943200000000004, -118.30519100000001 33.941845, -118.309015 33.941832999999995, -118.309019 33.94002, -118.30902499999999 33.93821, -118.313387 33.938213999999995, -118.313377 33.941838, -118.313372 33.94546, -118.31772 33.945463, -118.317724 33.951234, -118.317724 33.952717))",24.2
778,06037238100,Census Tract 2381,1077.0,1419.0,940,278,148,115,110,0.2957446808510638,0.1574468085106383,0.12234042553191489,0.11702127659574468,06,037,238100,1400000US06037238100,06037238100,2381,CT,983749,0,"POLYGON ((-118.317757 33.963648, -118.31775400000001 33.965486, -118.317752 33.967279, -118.311178 33.967287, -118.304636 33.967287999999996, -118.304641 33.963651, -118.304643 33.962722, -118.304645 33.960916999999995, -118.30464599999999 33.959987999999996, -118.306823 33.959975, -118.309001 33.959962, -118.311187 33.959965, -118.317151 33.959972, -118.317761 33.959972, -118.317757 33.963648))",30.2
779,06037238200,Census Tract 2382,957.0,1265.0,1166,293,177,201,55,0.25128644939965694,0.15180102915951973,0.17238421955403088,0.04716981132075472,06,037,238200,1400000US06037238200,06037238200,2382,CT,1026629,0,"POLYGON ((-118.304645 33.960916999999995, -118.304643 33.962722, -118.304641 33.963651, -118.304636 33.967287999999996, -118.299268 33.967285, -118.292807 33.967614, -118.291647 33.967801, -118.291563 33.964247, -118.291563 33.963629, -118.291566 33.960025, -118.291596 33.959495, -118.297623 33.9595, -118.30026699999999 33.959481, -118.300258 33.960013, -118.302468 33.96, -118.30464599999999 33.959987999999996, -118.304645 33.960916999999995))",21.4
780,06037238310,Census Tract 2383.10,1015.0,1155.0,1359,506,259,124,70,0.3723325974981604,0.1905813097866078,0.09124356144223694,0.051508462104488596,06,037,238310,1400000US06037238310,06037238310,2383.10,CT,397068,0,"POLYGON ((-118.291647 33.967801, -118.287097 33.967821, -118.282689 33.967866, -118.28071800000001 33.967874, -118.280719 33.964165, -118.28708 33.964279, -118.291448 33.964247, -118.291563 33.964247, -118.291647 33.967801))",38.3
781,06037238320,Census Tract 2383.20,908.0,958.0,965,302,192,89,35,0.31295336787564765,0.19896373056994818,0.0922279792746114,0.03626943005181347,06,037,238320,1400000US06037238320,06037238320,2383.20,CT,468277,0,"POLYGON ((-118.291563 33.963629, -118.291563 33.964247, -118.291448 33.964247, -118.28708 33.964279, -118.280719 33.964165, -118.280707 33.960026, -118.282701 33.96008, -118.287052 33.960052999999995, -118.291566 33.960025, -118.291563 33.963629))",38.9
782,06037238400,Census Tract 2384,1027.0,1465.0,717,242,120,35,34,0.33751743375174337,0.16736401673640167,0.04881450488145049,0.04741980474198047,06,037,238400,1400000US06037238400,06037238400,2384,CT,1301547,0,"POLYGON ((-118.317761 33.959972, -118.317151 33.959972, -118.311187 33.959965, -118.309001 33.959962, -118.306823 33.959975, -118.30464599999999 33.959987999999996, -118.302468 33.96, -118.300258 33.960013, -118.30026699999999 33.959481, -118.30024900000001 33.959022, -118.300253 33.955926, -118.30025499999999 33.954305999999995, -118.300257 33.952734, -118.304653 33.952721, -118.309006 33.952709, -118.313373 33.952712999999996, -118.317724 33.952717, -118.317726 33.956345, -118.31774300000001 33.958020999999995, -118.317761 33.959972))",29.0
783,06037239201,Census Tract 2392.01,867.0,1078.0,793,193,188,59,36,0.24337957124842372,0.23707440100882723,0.07440100882723834,0.04539722572509458,06,037,239201,1400000US06037239201,06037239201,2392.01,CT,449869,0,"POLYGON ((-118.28039 33.989154, -118.278288 33.989166, -118.273928 33.989191, -118.273928 33.985144999999996, -118.273928 33.982424, -118.278297 33.982394, -118.280526 33.982378, -118.28039 33.989154))",43.6
784,06037239202,Census Tract 2392.02,1107.0,1357.0,859,137,265,96,40,0.15948777648428406,0.3084982537834691,0.11175785797438882,0.046565774155995346,06,037,239202,1400000US06037239202,06037239202,2392.02,CT,1275621,0,"POLYGON ((-118.273928 33.985144999999996, -118.273928 33.989191, -118.270107 33.989207, -118.269554 33.989208999999995, -118.265185 33.989227, -118.25643600000001 33.989317, -118.256439 33.983409, -118.25643600000001 33.981859, -118.265454 33.982056, -118.26955 33.982442999999996, -118.273928 33.982424, -118.273928 33.985144999999996))",46.0
785,06037239310,Census Tract 2393.10,968.0,1204.0,764,195,164,132,68,0.25523560209424084,0.21465968586387435,0.17277486910994763,0.08900523560209424,06,037,239310,1400000US06037239310,06037239310,2393.10,CT,534855,0,"POLYGON ((-118.280526 33.982378, -118.278297 33.982394, -118.273928 33.982424, -118.273929 33.978781, -118.273929 33.977376, -118.273929 33.974692999999995, -118.278299 33.974675, -118.280712 33.974665, -118.280526 33.982378))",38.7
786,06037239320,Census Tract 2393.20,1089.0,1320.0,529,75,117,149,29,0.14177693761814744,0.22117202268431002,0.28166351606805295,0.054820415879017016,06,037,239320,1400000US06037239320,06037239320,2393.20,CT,347073,0,"POLYGON ((-118.273929 33.977376, -118.273929 33.978781, -118.273928 33.982424, -118.26955 33.982442999999996, -118.269548 33.978801, -118.26954599999999 33.974714, -118.273929 33.974692999999995, -118.273929 33.977376))",32.0
787,06037239330,Census Tract 2393.30,1141.0,1344.0,448,155,154,37,17,0.34598214285714285,0.34375,0.08258928571428571,0.03794642857142857,06,037,239330,1400000US06037239330,06037239330,2393.30,CT,979523,0,"POLYGON ((-118.26955 33.982442999999996, -118.265454 33.982056, -118.25643600000001 33.981859, -118.256427 33.980015, -118.256396 33.974776999999996, -118.260792 33.974756, -118.265166 33.974734999999995, -118.26954599999999 33.974714, -118.269548 33.978801, -118.26955 33.982442999999996))",41.0
788,06037239501,Census Tract 2395.01,1047.0,1308.0,597,111,105,38,90,0.18592964824120603,0.17587939698492464,0.06365159128978225,0.1507537688442211,06,037,239501,1400000US06037239501,06037239501,2395.01,CT,474213,0,"POLYGON ((-118.26954599999999 33.974714, -118.265166 33.974734999999995, -118.260792 33.974756, -118.256396 33.974776999999996, -118.256395 33.971198, -118.26078 33.971177, -118.262957 33.971166, -118.265155 33.971336, -118.269534 33.971315, -118.26954599999999 33.974714))",31.5
789,06037239502,Census Tract 2395.02,1028.0,1334.0,590,106,160,62,12,0.17966101694915254,0.2711864406779661,0.10508474576271186,0.020338983050847456,06,037,239502,1400000US06037239502,06037239502,2395.02,CT,510917,0,"POLYGON ((-118.269534 33.971315, -118.265155 33.971336, -118.262957 33.971166, -118.26078 33.971177, -118.256395 33.971198, -118.256395 33.969802, -118.256394 33.968035, -118.256394 33.967473, -118.260767 33.967455, -118.265142 33.967394999999996, -118.269519 33.967375, -118.269521 33.967878999999996, -118.269534 33.971315))",34.7
790,06037239601,Census Tract 2396.01,1080.0,1276.0,636,115,83,123,35,0.18081761006289307,0.13050314465408805,0.19339622641509435,0.055031446540880505,06,037,239601,1400000US06037239601,06037239601,2396.01,CT,422289,0,"POLYGON ((-118.280712 33.974665, -118.278299 33.974675, -118.273929 33.974692999999995, -118.26954599999999 33.974714, -118.269534 33.971315, -118.27391399999999 33.971294, -118.273911 33.970822, -118.280717 33.970794, -118.280712 33.974665))",39.0
791,06037239602,Census Tract 2396.02,1008.0,1219.0,645,173,137,108,69,0.2682170542635659,0.2124031007751938,0.16744186046511628,0.10697674418604651,06,037,239602,1400000US06037239602,06037239602,2396.02,CT,358086,0,"POLYGON ((-118.280717 33.970794, -118.273911 33.970822, -118.27391399999999 33.971294, -118.269534 33.971315, -118.269521 33.967878999999996, -118.273898 33.967901, -118.278291 33.967884, -118.28071800000001 33.967874, -118.280717 33.970794))",39.9
792,06037239701,Census Tract 2397.01,1082.0,1313.0,817,166,194,152,15,0.20318237454100369,0.23745410036719705,0.18604651162790697,0.01835985312117503,06,037,239701,1400000US06037239701,06037239701,2397.01,CT,409688,0,"POLYGON ((-118.28071800000001 33.967874, -118.278291 33.967884, -118.273898 33.967901, -118.269521 33.967878999999996, -118.269519 33.967375, -118.269513 33.96539, -118.26951199999999 33.964647, -118.26951199999999 33.964554, -118.273882 33.964169, -118.278286 33.964164, -118.280719 33.964165, -118.28071800000001 33.967874))",33.7
793,06037239702,Census Tract 2397.02,1041.0,1368.0,813,271,244,49,84,0.3333333333333333,0.3001230012300123,0.06027060270602706,0.1033210332103321,06,037,239702,1400000US06037239702,06037239702,2397.02,CT,486273,0,"POLYGON ((-118.280719 33.964165, -118.278286 33.964164, -118.273882 33.964169, -118.26951199999999 33.964554, -118.26951 33.963738, -118.269502 33.962832, -118.269491 33.960108999999996, -118.271668 33.960099, -118.273864 33.960088, -118.27828099999999 33.960084, -118.280707 33.960026, -118.280719 33.964165))",42.3
794,06037239801,Census Tract 2398.01,1110.0,1253.0,614,120,82,89,65,0.19543973941368079,0.13355048859934854,0.1449511400651466,0.10586319218241043,06,037,239801,1400000US06037239801,06037239801,2398.01,CT,370763,0,"POLYGON ((-118.269519 33.967375, -118.265142 33.967394999999996, -118.260767 33.967455, -118.256394 33.967473, -118.256394 33.964703, -118.260762 33.964683, -118.26513299999999 33.964667999999996, -118.26951199999999 33.964647, -118.269513 33.96539, -118.269519 33.967375))",32.2
795,06037239802,Census Tract 2398.02,1135.0,1223.0,960,236,175,145,36,0.24583333333333332,0.18229166666666666,0.15104166666666666,0.0375,06,037,239802,1400000US06037239802,06037239802,2398.02,CT,609444,0,"POLYGON ((-118.26951199999999 33.964647, -118.26513299999999 33.964667999999996, -118.260762 33.964683, -118.256394 33.964703, -118.256393 33.963795999999995, -118.256393 33.96289, -118.256393 33.960170999999995, -118.260753 33.960149, -118.265118 33.96013, -118.269491 33.960108999999996, -118.269502 33.962832, -118.26951 33.963738, -118.26951199999999 33.964554, -118.26951199999999 33.964647))",45.1
796,06037240010,Census Tract 2400.10,891.0,1157.0,774,183,171,36,32,0.2364341085271318,0.22093023255813954,0.046511627906976744,0.041343669250646,06,037,240010,1400000US06037240010,06037240010,2400.10,CT,588432,0,"POLYGON ((-118.271668 33.960099, -118.269491 33.960108999999996, -118.265118 33.96013, -118.260753 33.960149, -118.256393 33.960170999999995, -118.255899 33.960169, -118.255914 33.956525, -118.260769 33.956506, -118.265129 33.956488, -118.271689 33.956469999999996, -118.271668 33.960099))",29.4
797,06037240020,Census Tract 2400.20,1319.0,1589.0,663,188,189,57,91,0.28355957767722473,0.2850678733031674,0.08597285067873303,0.13725490196078433,06,037,240020,1400000US06037240020,06037240020,2400.20,CT,719414,403,"POLYGON ((-118.271689 33.956469999999996, -118.265129 33.956488, -118.260769 33.956506, -118.255914 33.956525, -118.255924 33.954727, -118.255929 33.953275999999995, -118.256428 33.952048, -118.260786 33.952024, -118.262968 33.952011999999996, -118.265142 33.952, -118.271694 33.951923, -118.271689 33.956469999999996))",30.9
798,06037240200,Census Tract 2402,1074.0,1220.0,1090,320,187,80,56,0.29357798165137616,0.17155963302752295,0.07339449541284404,0.05137614678899083,06,037,240200,1400000US06037240200,06037240200,2402,CT,746814,0,"POLYGON ((-118.280707 33.960026, -118.27828099999999 33.960084, -118.273864 33.960088, -118.271668 33.960099, -118.271689 33.956469999999996, -118.271694 33.951923, -118.27387 33.951921, -118.278256 33.951903, -118.28010499999999 33.951798, -118.280305 33.952794, -118.280666 33.95482, -118.280707 33.960026))",34.3
799,06037240300,Census Tract 2403,1025.0,1205.0,1297,546,286,52,6,0.4209714726291442,0.220508866615266,0.040092521202775636,0.004626060138781804,06,037,240300,1400000US06037240300,06037240300,2403,CT,813527,0,"POLYGON ((-118.291605 33.955056, -118.291604 33.955795, -118.291596 33.959495, -118.291566 33.960025, -118.287052 33.960052999999995, -118.282701 33.96008, -118.280707 33.960026, -118.280666 33.95482, -118.280305 33.952794, -118.286951 33.952809, -118.29160999999999 33.952791, -118.291605 33.955056))",28.4
800,06037240401,Census Tract 2404.01,999.0,1238.0,1050,317,229,87,62,0.3019047619047619,0.2180952380952381,0.08285714285714285,0.05904761904761905,06,037,240401,1400000US06037240401,06037240401,2404.01,CT,693040,0,"POLYGON ((-118.291619 33.948706, -118.291618 33.949131, -118.291617 33.949751, -118.291614 33.950977, -118.29160999999999 33.952791, -118.286951 33.952809, -118.280305 33.952794, -118.28010499999999 33.951798, -118.27936 33.948009, -118.27936 33.947215, -118.282647 33.947196, -118.29162099999999 33.947001, -118.291619 33.948706))",36.0
801,06037240402,Census Tract 2404.02,1090.0,1313.0,634,179,136,112,26,0.2823343848580442,0.21451104100946372,0.17665615141955837,0.04100946372239748,06,037,240402,1400000US06037240402,06037240402,2404.02,CT,601299,0,"POLYGON ((-118.291625 33.945491, -118.29162099999999 33.947001, -118.282647 33.947196, -118.27936 33.947215, -118.279557 33.945543, -118.279762 33.941914, -118.282603 33.941902, -118.28260399999999 33.942355, -118.28694 33.942337, -118.29163199999999 33.942316999999996, -118.291625 33.945491))",22.9
802,06037240500,Census Tract 2405,1109.0,1359.0,1253,468,119,108,50,0.37350359138068634,0.09497206703910614,0.08619313647246608,0.03990422984836393,06,037,240500,1400000US06037240500,06037240500,2405,CT,812533,0,"POLYGON ((-118.28010499999999 33.951798, -118.278256 33.951903, -118.27387 33.951921, -118.271694 33.951923, -118.271697 33.949206, -118.271698 33.947236, -118.27169599999999 33.944671, -118.271679 33.941944, -118.273872 33.941939999999995, -118.278147 33.941921, -118.279762 33.941914, -118.279557 33.945543, -118.27936 33.947215, -118.27936 33.948009, -118.28010499999999 33.951798))",38.4
803,06037240600,Census Tract 2406,1348.0,1487.0,895,229,190,154,42,0.2558659217877095,0.2122905027932961,0.17206703910614526,0.04692737430167598,06,037,240600,1400000US06037240600,06037240600,2406,CT,675863,0,"POLYGON ((-118.271697 33.949206, -118.271694 33.951923, -118.265142 33.952, -118.26515 33.949231, -118.26515599999999 33.947448, -118.265087 33.941916, -118.267337 33.941925999999995, -118.269516 33.941935, -118.271679 33.941944, -118.27169599999999 33.944671, -118.271698 33.947236, -118.271697 33.949206))",39.6
804,06037240700,Census Tract 2407,1271.0,1543.0,969,206,126,188,72,0.21259029927760578,0.13003095975232198,0.19401444788441694,0.07430340557275542,06,037,240700,1400000US06037240700,06037240700,2407,CT,1194494,0,"POLYGON ((-118.26515 33.949231, -118.265142 33.952, -118.262968 33.952011999999996, -118.260786 33.952024, -118.256428 33.952048, -118.255929 33.953275999999995, -118.25410000000001 33.951032, -118.253533 33.95126, -118.253552 33.949265, -118.25364 33.943277, -118.254126 33.941872, -118.256537 33.941882, -118.258679 33.94189, -118.260823 33.941899, -118.262966 33.941908, -118.265087 33.941916, -118.26515599999999 33.947448, -118.26515 33.949231))",29.4
805,06037240800,Census Tract 2408,980.0,1423.0,592,164,114,64,31,0.27702702702702703,0.19256756756756757,0.10810810810810811,0.052364864864864864,06,037,240800,1400000US06037240800,06037240800,2408,CT,630658,7788,"POLYGON ((-118.269516 33.941935, -118.267337 33.941925999999995, -118.265087 33.941916, -118.262966 33.941908, -118.260823 33.941899, -118.258679 33.94189, -118.256537 33.941882, -118.254126 33.941872, -118.254161 33.938817, -118.25420199999999 33.935255999999995, -118.256705 33.937602999999996, -118.260818 33.937768999999996, -118.264367 33.937827, -118.265158 33.938348, -118.26606 33.938798999999996, -118.269514 33.938789, -118.269516 33.941935))",34.7
806,06037240900,Census Tract 2409,1170.0,1435.0,843,237,259,94,80,0.28113879003558717,0.30723606168446027,0.11150652431791222,0.09489916963226572,06,037,240900,1400000US06037240900,06037240900,2409,CT,1057639,12765,"POLYGON ((-118.269515 33.932972, -118.269514 33.937402, -118.269513 33.938286, -118.269514 33.938789, -118.26606 33.938798999999996, -118.265158 33.938348, -118.264367 33.937827, -118.260818 33.937768999999996, -118.256705 33.937602999999996, -118.25420199999999 33.935255999999995, -118.254204 33.935119, -118.254227 33.933119999999995, -118.254252 33.930966, -118.262138 33.931033, -118.265155 33.931059, -118.268755 33.931087, -118.269516 33.931204, -118.269515 33.932972))",37.3
807,06037241001,Census Tract 2410.01,1034.0,1285.0,663,114,94,49,35,0.17194570135746606,0.14177978883861236,0.07390648567119155,0.05279034690799397,06,037,241001,1400000US06037241001,06037241001,2410.01,CT,904093,2395,"POLYGON ((-118.280024 33.931001, -118.27958699999999 33.931002, -118.273877 33.931018, -118.270635 33.931035, -118.269516 33.931204, -118.268755 33.931087, -118.265155 33.931059, -118.262138 33.931033, -118.254252 33.930966, -118.254268 33.929462, -118.254269 33.929383, -118.253503 33.928585, -118.253806 33.927980999999996, -118.254285 33.927918, -118.26010099999999 33.927307, -118.26517799999999 33.927304, -118.269538 33.92731, -118.271296 33.927419, -118.273888 33.927921999999995, -118.276682 33.928397, -118.28056699999999 33.928498999999995, -118.280024 33.931001))",30.9
808,06037241002,Census Tract 2410.02,1009.0,1378.0,593,179,60,32,59,0.30185497470489037,0.10118043844856661,0.05396290050590219,0.09949409780775717,06,037,241002,1400000US06037241002,06037241002,2410.02,CT,707356,0,"POLYGON ((-118.269538 33.92731, -118.26517799999999 33.927304, -118.26010099999999 33.927307, -118.254285 33.927918, -118.253806 33.927980999999996, -118.253812 33.927443, -118.253579 33.923747, -118.254384 33.923094999999996, -118.256512 33.923096, -118.261387 33.923097999999996, -118.265186 33.923100000000005, -118.269544 33.923107, -118.269538 33.92731))",28.2
809,06037241110,Census Tract 2411.10,1054.0,1438.0,494,83,65,53,37,0.1680161943319838,0.13157894736842105,0.10728744939271255,0.07489878542510121,06,037,241110,1400000US06037241110,06037241110,2411.10,CT,486637,0,"POLYGON ((-118.273874 33.93393, -118.273871 33.93653, -118.273868 33.938299, -118.273872 33.941939999999995, -118.271679 33.941944, -118.269516 33.941935, -118.269514 33.938789, -118.269513 33.938286, -118.269514 33.937402, -118.269515 33.932972, -118.269516 33.931204, -118.270635 33.931035, -118.273877 33.931018, -118.273874 33.93393))",35.2
810,06037241120,Census Tract 2411.20,995.0,1226.0,880,281,177,127,77,0.31931818181818183,0.20113636363636364,0.14431818181818182,0.0875,06,037,241120,1400000US06037241120,06037241120,2411.20,CT,663697,0,"POLYGON ((-118.279688 33.935629, -118.27980000000001 33.938268, -118.279762 33.941914, -118.278147 33.941921, -118.273872 33.941939999999995, -118.273868 33.938299, -118.273871 33.93653, -118.273874 33.93393, -118.273877 33.931018, -118.27958699999999 33.931002, -118.280024 33.931001, -118.279688 33.935629))",49.4
811,06037241201,Census Tract 2412.01,1050.0,1376.0,377,123,71,32,23,0.32625994694960214,0.1883289124668435,0.08488063660477453,0.0610079575596817,06,037,241201,1400000US06037241201,06037241201,2412.01,CT,485903,0,"POLYGON ((-118.291637 33.939881, -118.29163199999999 33.942316999999996, -118.28694 33.942337, -118.28260399999999 33.942355, -118.282603 33.941902, -118.279762 33.941914, -118.27980000000001 33.938268, -118.28259 33.938254, -118.284803 33.938241999999995, -118.286944 33.93823, -118.291641 33.938204, -118.291637 33.939881))",32.0
812,06037241202,Census Tract 2412.02,1000.0,1196.0,958,247,256,0,48,0.2578288100208768,0.267223382045929,0.0,0.05010438413361169,06,037,241202,1400000US06037241202,06037241202,2412.02,CT,1163226,0,"POLYGON ((-118.291641 33.938204, -118.286944 33.93823, -118.284803 33.938241999999995, -118.28259 33.938254, -118.27980000000001 33.938268, -118.279688 33.935629, -118.280024 33.931001, -118.28056699999999 33.928498999999995, -118.291537 33.928489, -118.29152500000001 33.930962, -118.291616 33.934574999999995, -118.29160999999999 33.93731, -118.291641 33.938204))",30.5
813,06037241300,Census Tract 2413,920.0,1273.0,417,94,115,39,15,0.22541966426858512,0.27577937649880097,0.09352517985611511,0.03597122302158273,06,037,241300,1400000US06037241300,06037241300,2413,CT,522126,0,"POLYGON ((-118.291537 33.928489, -118.28056699999999 33.928498999999995, -118.281193 33.923719999999996, -118.282578 33.923719, -118.286962 33.923702, -118.29150899999999 33.923685, -118.29154199999999 33.927324, -118.291537 33.928489))",33.4
814,06037241400,Census Tract 2414,979.0,1235.0,636,161,176,26,36,0.2531446540880503,0.27672955974842767,0.040880503144654086,0.05660377358490566,06,037,241400,1400000US06037241400,06037241400,2414,CT,575556,0,"POLYGON ((-118.281193 33.923719999999996, -118.28056699999999 33.928498999999995, -118.276682 33.928397, -118.273888 33.927921999999995, -118.271296 33.927419, -118.269538 33.92731, -118.269544 33.923107, -118.273228 33.923282, -118.273901 33.923282, -118.277332 33.923280999999996, -118.278221 33.922509, -118.278386 33.923122, -118.280442 33.923199, -118.281254 33.923199, -118.281193 33.923719999999996))",41.2
815,06037242000,Census Tract 2420,1022.0,1285.0,742,199,209,31,25,0.26819407008086255,0.2816711590296496,0.04177897574123989,0.03369272237196765,06,037,242000,1400000US06037242000,06037242000,2420,CT,646734,0,"POLYGON ((-118.254161 33.938817, -118.254126 33.941872, -118.25364 33.943277, -118.249138 33.943273, -118.246242 33.943249, -118.246244 33.938852, -118.24628 33.935821, -118.246283 33.935531999999995, -118.247545 33.935286999999995, -118.25420199999999 33.935255999999995, -118.254161 33.938817))",38.1
816,06037242100,Census Tract 2421,508.0,685.0,749,309,100,37,0,0.41255006675567424,0.13351134846461948,0.049399198931909215,0.0,06,037,242100,1400000US06037242100,06037242100,2421,CT,459615,0,"POLYGON ((-118.236739 33.948212999999996, -118.234026 33.948243, -118.228602 33.948301, -118.22823700000001 33.946625, -118.227476 33.943090999999995, -118.229497 33.9431, -118.233783 33.94312, -118.235862 33.94313, -118.23673600000001 33.943134, -118.236739 33.948212999999996))",32.4
817,06037242200,Census Tract 2422,903.0,1105.0,1115,395,237,111,39,0.3542600896860987,0.21255605381165918,0.09955156950672646,0.03497757847533632,06,037,242200,1400000US06037242200,06037242200,2422,CT,813234,0,"POLYGON ((-118.243255 33.953263, -118.241902 33.953274, -118.238547 33.953269999999996, -118.233995 33.953264, -118.234012 33.950542999999996, -118.234026 33.948243, -118.236739 33.948212999999996, -118.23673600000001 33.943134, -118.239011 33.943146, -118.240779 33.943176, -118.24202 33.943197999999995, -118.24321 33.943218, -118.24323 33.948139, -118.243255 33.953263))",36.2
818,06037242300,Census Tract 2423,921.0,1114.0,980,397,194,48,53,0.4051020408163265,0.19795918367346937,0.04897959183673469,0.05408163265306123,06,037,242300,1400000US06037242300,06037242300,2423,CT,630038,0,"POLYGON ((-118.249007 33.949075, -118.248998 33.949304, -118.248839 33.953358, -118.24745 33.954257, -118.24421 33.95427, -118.243255 33.953263, -118.24323 33.948139, -118.24321 33.943218, -118.246242 33.943249, -118.249138 33.943273, -118.249007 33.949075))",35.8
819,06037242600,Census Tract 2426,424.0,612.0,1230,513,124,45,24,0.4170731707317073,0.1008130081300813,0.036585365853658534,0.01951219512195122,06,037,242600,1400000US06037242600,06037242600,2426,CT,475999,0,"POLYGON ((-118.254252 33.930966, -118.254227 33.933119999999995, -118.254204 33.935119, -118.25420199999999 33.935255999999995, -118.247545 33.935286999999995, -118.246283 33.935531999999995, -118.246279 33.933184, -118.246267 33.932072, -118.246257 33.929486, -118.249277 33.929469, -118.254268 33.929462, -118.254252 33.930966))",35.7
820,06037242700,Census Tract 2427,854.0,1532.0,647,186,123,38,14,0.2874806800618238,0.1901081916537867,0.05873261205564142,0.021638330757341576,06,037,242700,1400000US06037242700,06037242700,2427,CT,1015217,0,"POLYGON ((-118.24628 33.935821, -118.246244 33.938852, -118.246242 33.943249, -118.24321 33.943218, -118.24202 33.943197999999995, -118.240779 33.943176, -118.239011 33.943146, -118.239024 33.937895, -118.239036 33.933400999999996, -118.239043 33.930808, -118.239044 33.930268999999996, -118.239046 33.929476, -118.23987199999999 33.929514999999995, -118.246257 33.929486, -118.246267 33.932072, -118.246279 33.933184, -118.246283 33.935531999999995, -118.24628 33.935821))",45.6
821,06037243000,Census Tract 2430,1498.0,1580.0,547,92,98,193,20,0.16819012797074953,0.17915904936014626,0.35283363802559414,0.03656307129798903,06,037,243000,1400000US06037243000,06037243000,2430,CT,717347,0,"POLYGON ((-118.239011 33.943146, -118.23673600000001 33.943134, -118.235862 33.94313, -118.233783 33.94312, -118.229497 33.9431, -118.228753 33.938874, -118.229213 33.937331, -118.23013 33.934262, -118.23372 33.935806, -118.239024 33.937895, -118.239011 33.943146))",30.9
822,06037243100,Census Tract 2431,664.0,926.0,1080,422,199,23,53,0.3907407407407407,0.18425925925925926,0.021296296296296296,0.049074074074074076,06,037,243100,1400000US06037243100,06037243100,2431,CT,607019,0,"POLYGON ((-118.239044 33.930268999999996, -118.239043 33.930808, -118.239036 33.933400999999996, -118.239024 33.937895, -118.23372 33.935806, -118.23013 33.934262, -118.230212 33.933987, -118.230673 33.932445, -118.230899 33.931691, -118.230324 33.929001, -118.233657 33.929161, -118.239046 33.929476, -118.239044 33.930268999999996))",41.2
823,06037261101,Census Tract 2611.01,1570.0,3451.0,164,0,0,14,9,0.0,0.0,0.08536585365853659,0.054878048780487805,06,037,261101,1400000US06037261101,06037261101,2611.01,CT,6527016,151199,"POLYGON ((-118.417542 34.107897, -118.416074 34.112514, -118.41521900000001 34.115023, -118.413884 34.115905999999995, -118.412418 34.119068999999996, -118.41289 34.119648999999995, -118.41359299999999 34.120405999999996, -118.411291 34.120837, -118.409492 34.124708, -118.410409 34.12596, -118.408333 34.126021, -118.408688 34.128502999999995, -118.406908 34.12896, -118.40574699999999 34.127502, -118.40385599999999 34.127818999999995, -118.403072 34.125405, -118.40089499999999 34.124119, -118.398093 34.121074, -118.398129 34.120193, -118.397117 34.119037999999996, -118.394175 34.120231, -118.390078 34.122917, -118.387833 34.123346, -118.386713 34.121896, -118.381885 34.122381, -118.380492 34.123017, -118.376067 34.121887, -118.375529 34.122265, -118.375305 34.123537999999996, -118.37283 34.121214, -118.374788 34.120352, -118.375779 34.118269999999995, -118.374694 34.115806, -118.374201 34.114816, -118.375847 34.113949999999996, -118.379039 34.114191, -118.380174 34.114511, -118.383014 34.112679, -118.386363 34.114205, -118.389205 34.113004, -118.391845 34.11293, -118.391583 34.112426, -118.396584 34.112414, -118.399203 34.111487, -118.40005099999999 34.11091, -118.398672 34.108751999999996, -118.401038 34.108744, -118.400888 34.093993999999995, -118.401322 34.093838999999996, -118.401444 34.093885, -118.40154799999999 34.094159999999995, -118.401677 34.094204999999995, -118.401791 34.094142, -118.401935 34.093913, -118.402064 34.093790999999996, -118.402345 34.093661, -118.402419 34.093666999999996, -118.403122 34.094304, -118.40532 34.0963, -118.40541 34.101461, -118.408694 34.101507999999995, -118.408892 34.097119, -118.409626 34.094704, -118.411883 34.092244, -118.411969 34.092479, -118.412348 34.092734, -118.412695 34.093, -118.413077 34.093415, -118.413831 34.094096, -118.413934 34.094268, -118.41463 34.096047999999996, -118.414601 34.098925, -118.416629 34.101507999999995, -118.417429 34.104832, -118.41739 34.105199, -118.417542 34.107897))",12.4
